"businesses__id","businesses__alias","businesses__name","businesses__image_url","businesses__is_closed","businesses__url","businesses__review_count","businesses__categories__alias","businesses__categories__title","businesses__rating","businesses__coordinates__latitude","businesses__coordinates__longitude","businesses__transactions__001","businesses__transactions__002","businesses__price","businesses__location__address1","businesses__location__address2","businesses__location__address3","businesses__location__city","businesses__location__zip_code","businesses__location__country","businesses__location__state","businesses__location__display_address__001","businesses__location__display_address__002","businesses__location__display_address__003","businesses__location__display_address__004","businesses__phone","businesses__display_phone","businesses__distance","total","region__center__longitude","region__center__latitude"
"","","","","","","","venues","Venues & Event Spaces","","","","","","","","","","","","","","","","","","","","","","",""
"wRFsOhtBc8_vJjv5a2vzMg","pro-peloton-cyclery-boulder","Pro Peloton Cyclery","https://s3-media3.fl.yelpcdn.com/bphoto/UDIZfZhxUnKZrgmD4JpCzg/o.jpg","False","https://www.yelp.com/biz/pro-peloton-cyclery-boulder?adjust_creative=CSd6XTHR0DfUmDUFsIPk6g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CSd6XTHR0DfUmDUFsIPk6g","2","bikes","Bikes","5.0","40.0238705","-105.2816424","","","","2516 Broadway St","","","Boulder","80304","US","CO","2516 Broadway St","Boulder, CO 80304","","","+13034442453","(303) 444-2453","41641.94327246484","","",""
"","","","","","","","bike_repair_maintenance","Bike Repair/Maintenance","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","bikerentals","Bike Rentals","","","","","","","","","","","","","","","","","","","","","","",""
"WYIdWVdZE4nECUIyEdRBZw","little-raven-ranch-littleton-2","Little Raven Ranch","https://s3-media3.fl.yelpcdn.com/bphoto/Np4pKBqGEDbOkpw_ATQmYA/o.jpg","False","https://www.yelp.com/biz/little-raven-ranch-littleton-2?adjust_creative=CSd6XTHR0DfUmDUFsIPk6g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CSd6XTHR0DfUmDUFsIPk6g","2","horse_boarding","Horse Boarding","5.0","39.5005255062434","-105.05677241832","","","","9609 N Roxborough Park Rd","","","Littleton","80125","US","CO","9609 N Roxborough Park Rd","Littleton, CO 80125","","","+13034702853","(303) 470-2853","27161.360482494398","","",""
"","","","","","","","horsebackriding","Horseback Riding","","","","","","","","","","","","","","","","","","","","","","",""
"-x-FnYz8kMo1eyP9FzhuxA","pureconscience-denver","Pureconscience","https://s3-media1.fl.yelpcdn.com/bphoto/vgIYrsaJkEEJAoJcHTyuDA/o.jpg","False","https://www.yelp.com/biz/pureconscience-denver?adjust_creative=CSd6XTHR0DfUmDUFsIPk6g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CSd6XTHR0DfUmDUFsIPk6g","2","yoga","Yoga","5.0","39.7229994","-104.9871629","","","","422 Broadway","null","","Denver","80223","US","CO","422 Broadway","Denver, CO 80223","","","+17204414426","(720) 441-4426","2008.144015435373","","",""
"","","","","","","","lifecoach","Life Coach","","","","","","","","","","","","","","","","","","","","","","",""
"DFoqOf7w40Wo2MmYKxNlTA","fitness-1440-erie-erie","Fitness 1440 - Erie","https://s3-media3.fl.yelpcdn.com/bphoto/QKi7oXDRJ5zurII7Key_bg/o.jpg","False","https://www.yelp.com/biz/fitness-1440-erie-erie?adjust_creative=CSd6XTHR0DfUmDUFsIPk6g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CSd6XTHR0DfUmDUFsIPk6g","2","circuittraininggyms","Circuit Training Gyms","5.0","40.03432","-105.05299","","","","651 Mitchell Way","null","","Erie","80516","US","CO","651 Mitchell Way","Erie, CO 80516","","","+13033539618","(303) 353-9618","33970.233923866435","","",""
"","","","","","","","healthtrainers","Trainers","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","yoga","Yoga","","","","","","","","","","","","","","","","","","","","","","",""
"3M74h2GvOQhQPcMj_8gQAQ","evoswing-golf-instruction-aurora","EvoSwing Golf Instruction","https://s3-media1.fl.yelpcdn.com/bphoto/LrmuTdxxdSq3dG1gfGbBSQ/o.jpg","False","https://www.yelp.com/biz/evoswing-golf-instruction-aurora?adjust_creative=CSd6XTHR0DfUmDUFsIPk6g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CSd6XTHR0DfUmDUFsIPk6g","2","golflessons","Golf Lessons","5.0","39.7393313","-104.8629746","","","","10300 East Golfers Way","","Common Ground Golf Course","Aurora","80010","US","CO","10300 East Golfers Way","Common Ground Golf Course","Aurora, CO 80010","","+13035692084","(303) 569-2084","9182.14433615314","","",""
"lLw0NNzuX-wJyRvoG4YqHA","kwons-tae-kwon-do-parker","Kwon's Tae Kwon Do","https://s3-media1.fl.yelpcdn.com/bphoto/GyxTFvRAEI7zNxsLcItz7w/o.jpg","False","https://www.yelp.com/biz/kwons-tae-kwon-do-parker?adjust_creative=CSd6XTHR0DfUmDUFsIPk6g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CSd6XTHR0DfUmDUFsIPk6g","2","taekwondo","Taekwondo","5.0","39.492503","-104.7570618","","","","12311 Pine Bluffs Way","null","","Parker","80134","US","CO","12311 Pine Bluffs Way","Parker, CO 80134","","","+13037792795","(303) 779-2795","32614.37609653432","","",""
"3Cb3zgOzMhgrlBfq7UMQ9w","whitlock-recreation-center-lakewood","Whitlock Recreation Center","https://s3-media3.fl.yelpcdn.com/bphoto/x6s32j9aJhN0eGHhx7pHkg/o.jpg","False","https://www.yelp.com/biz/whitlock-recreation-center-lakewood?adjust_creative=CSd6XTHR0DfUmDUFsIPk6g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CSd6XTHR0DfUmDUFsIPk6g","8","recreation","Recreation Centers","4.5","39.741463","-105.09404","","","","1555 Dover St","","","Lakewood","80215","US","CO","1555 Dover St","Lakewood, CO 80215","","","+13039874800","(303) 987-4800","10605.443464392425","","",""
"WjGFmf2E_XmGIIW68xjnhQ","spruce-pool-boulder","Spruce Pool","https://s3-media3.fl.yelpcdn.com/bphoto/V1pOGceHvbAaCbg1PV0Agg/o.jpg","False","https://www.yelp.com/biz/spruce-pool-boulder?adjust_creative=CSd6XTHR0DfUmDUFsIPk6g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CSd6XTHR0DfUmDUFsIPk6g","2","swimmingpools","Swimming Pools","5.0","40.0211791992188","-105.267715454102","","","","2150 Spruce St","","","Boulder","80302","US","CO","2150 Spruce St","Boulder, CO 80302","","","","","40665.41159395962","","",""
"8gWvrKDHW-g62q7FNP0VvQ","e-motion-littleton","e-motion","https://s3-media2.fl.yelpcdn.com/bphoto/bPfCX-lAlUQ4-l9TIun2kA/o.jpg","False","https://www.yelp.com/biz/e-motion-littleton?adjust_creative=CSd6XTHR0DfUmDUFsIPk6g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CSd6XTHR0DfUmDUFsIPk6g","2","healthtrainers","Trainers","5.0","39.58933","-105.11665","","","","7026 S Miller Ct","null","","Littleton","80127","US","CO","7026 S Miller Ct","Littleton, CO 80127","","","+13038950180","(303) 895-0180","20523.362658145103","","",""
"","","","","","","","nutritionists","Nutritionists","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","healthcoach","Health Coach","","","","","","","","","","","","","","","","","","","","","","",""
"IlJhAaqa-NyG-M7D0I4aig","behind-these-hands-healing-center-aurora","Behind These Hands Healing Center","https://s3-media3.fl.yelpcdn.com/bphoto/fAROrU4dDF7DCmIGWuucXg/o.jpg","False","https://www.yelp.com/biz/behind-these-hands-healing-center-aurora?adjust_creative=CSd6XTHR0DfUmDUFsIPk6g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CSd6XTHR0DfUmDUFsIPk6g","2","reiki","Reiki","5.0","39.6607653","-104.862701","","","","3091 South Jamaica Ct","Ste 120","","Aurora","80014","US","CO","3091 South Jamaica Ct","Ste 120","Aurora, CO 80014","","+17204278602","(720) 427-8602","12400.05310585892","","",""
"","","","","","","","massage_therapy","Massage Therapy","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","yoga","Yoga","","","","","","","","","","","","","","","","","","","","","","",""
"bmiJ33nw0_VNdL6mMZhNVQ","d-a-m-entertainment-dance-art-media-littleton","D.A.M. Entertainment - Dance Art Media","https://s3-media1.fl.yelpcdn.com/bphoto/SCjfOUBWjTedn6T_TXZSmw/o.jpg","False","https://www.yelp.com/biz/d-a-m-entertainment-dance-art-media-littleton?adjust_creative=CSd6XTHR0DfUmDUFsIPk6g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CSd6XTHR0DfUmDUFsIPk6g","2","theater","Performing Arts","5.0","39.60827","-105.097666","","","","8996 West Bowles Ave","Unit K2","","Littleton","80123","US","CO","8996 West Bowles Ave","Unit K2","Littleton, CO 80123","","+13039796419","(303) 979-6419","17864.95179373972","","",""
"","","","","","","","dancestudio","Dance Studios","","","","","","","","","","","","","","","","","","","","","","",""
"hycQAmxP7eW3kVEp3rtHZw","ritchie-center-denver-4","Ritchie Center","https://s3-media4.fl.yelpcdn.com/bphoto/d9GShWQDKJMQ4wRN6vlyAg/o.jpg","False","https://www.yelp.com/biz/ritchie-center-denver-4?adjust_creative=CSd6XTHR0DfUmDUFsIPk6g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CSd6XTHR0DfUmDUFsIPk6g","4","stadiumsarenas","Stadiums & Arenas","4.5","39.6803849","-104.9615994","","","","2201 E Asbury Ave","","","Denver","80208","US","CO","2201 E Asbury Ave","Denver, CO 80208","","","+13038713956","(303) 871-3956","6080.430855844577","","",""
"","","","","","","","basketballcourts","Basketball Courts","","","","","","","","","","","","","","","","","","","","","","",""
"63ap35ZTPZr8keF5BqvDIg","salisbury-equestrian-park-parker","Salisbury Equestrian Park","https://s3-media2.fl.yelpcdn.com/bphoto/ChPleS9jqlUdUZAtX_E4bw/o.jpg","False","https://www.yelp.com/biz/salisbury-equestrian-park-parker?adjust_creative=CSd6XTHR0DfUmDUFsIPk6g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CSd6XTHR0DfUmDUFsIPk6g","4","horsebackriding","Horseback Riding","4.5","39.501156","-104.772958","","","","11920 Motsenbocker Rd","","","Parker","80134","US","CO","11920 Motsenbocker Rd","Parker, CO 80134","","","+13038414500","(303) 841-4500","31059.77988981935","","",""
"","","","","","","","football","Soccer","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","stadiumsarenas","Stadiums & Arenas","","","","","","","","","","","","","","","","","","","","","","",""
"4O_NOZTFDKE1hB_oKOW6YQ","naked-edge-eldorado-springs","Naked Edge","https://s3-media3.fl.yelpcdn.com/bphoto/I-esPB3hVQ2vJZO02FQ7Mw/o.jpg","False","https://www.yelp.com/biz/naked-edge-eldorado-springs?adjust_creative=CSd6XTHR0DfUmDUFsIPk6g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CSd6XTHR0DfUmDUFsIPk6g","2","rock_climbing","Rock Climbing","5.0","39.93159","-105.27854","","","","267 Eldorado Springs Dr","","","Eldorado Springs","80303","US","CO","267 Eldorado Springs Dr","Eldorado Springs, CO 80303","","","+18603042336","(860) 304-2336","34189.92104022537","","",""
"x4vPbY5naLf7Z_C3mBhNDQ","pedal-mountain-bike-adventures-boulder","PEDAL Mountain Bike Adventures","https://s3-media2.fl.yelpcdn.com/bphoto/69Hn-Xq-0U-2kNuIhxaXng/o.jpg","False","https://www.yelp.com/biz/pedal-mountain-bike-adventures-boulder?adjust_creative=CSd6XTHR0DfUmDUFsIPk6g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CSd6XTHR0DfUmDUFsIPk6g","2","mountainbiking","Mountain Biking","5.0","40.0149856","-105.2705456","","","","4580 Broadway St","null","","Boulder","80304","US","CO","4580 Broadway St","Boulder, CO 80304","","","+18002776618","(800) 277-6618","40278.23722792042","","",""
"t3RJizg_9kgUglBGxPCUvg","smrt-pain-relief-center-aurora-2","SMRT Pain Relief Center","","False","https://www.yelp.com/biz/smrt-pain-relief-center-aurora-2?adjust_creative=CSd6XTHR0DfUmDUFsIPk6g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CSd6XTHR0DfUmDUFsIPk6g","2","massage_therapy","Massage Therapy","5.0","39.677857","-104.8243946","","","","2101 S Blackhawk St","Ste 245","","Aurora","80014","US","CO","2101 S Blackhawk St","Ste 245","Aurora, CO 80014","","+17206674959","(720) 667-4959","14028.108882776893","","",""
"","","","","","","","yoga","Yoga","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","acupuncture","Acupuncture","","","","","","","","","","","","","","","","","","","","","","",""
"CJr0dn4-3isDGSD-WU_lbQ","edge-movement-englewood-3","Edge Movement","https://s3-media1.fl.yelpcdn.com/bphoto/J63lRSbFQwEpukmb4fhc8A/o.jpg","False","https://www.yelp.com/biz/edge-movement-englewood-3?adjust_creative=CSd6XTHR0DfUmDUFsIPk6g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CSd6XTHR0DfUmDUFsIPk6g","2","fitness","Fitness & Instruction","5.0","39.5965216","-104.8378007","","","","13050 E Peakview Ave","null","null","Englewood","80112","US","CO","13050 E Peakview Ave","Englewood, CO 80112","","","+15014203343","(501) 420-3343","19168.167096992718","","",""
"","","","","","","","parks","Parks","","","","","","","","","","","","","","","","","","","","","","",""
"HV_UQeIkU62G-PRYqpe_AQ","kodi-rafting-breckenridge","KODI Rafting","https://s3-media2.fl.yelpcdn.com/bphoto/sqsCBzymI_r_uPYboKAWFg/o.jpg","False","https://www.yelp.com/biz/kodi-rafting-breckenridge?adjust_creative=CSd6XTHR0DfUmDUFsIPk6g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CSd6XTHR0DfUmDUFsIPk6g","2","rafting","Rafting/Kayaking","5.0","39.480854","-106.047571","","","","110 South Park Ave","null","","Breckenridge","80424","US","CO","110 South Park Ave","Breckenridge, CO 80424","","","+19706681548","(970) 668-1548","96557.71580851436","","",""
"","","","","","","","paddleboarding","Paddleboarding","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","zipline","Ziplining","","","","","","","","","","","","","","","","","","","","","","",""
"teSgxX9SrGKuL7CVmCs_sQ","sterne-park-littleton","Sterne Park","https://s3-media2.fl.yelpcdn.com/bphoto/2pVvRMC3cTRaHtscueJX9A/o.jpg","False","https://www.yelp.com/biz/sterne-park-littleton?adjust_creative=CSd6XTHR0DfUmDUFsIPk6g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CSd6XTHR0DfUmDUFsIPk6g","2","parks","Parks","5.0","39.6096062","-105.0112724","","","","5932 S Spotswood St","","","Littleton","80120","US","CO","5932 S Spotswood St","Littleton, CO 80120","","","+13037985131","(303) 798-5131","14435.021719742332","","",""
"","","","","","","","playgrounds","Playgrounds","","","","","","","","","","","","","","","","","","","","","","",""
"uMwMVpZUlmzZv_wAxPyY3g","earth-yoga-and-mental-health-lafayette","Earth Yoga and Mental Health","https://s3-media1.fl.yelpcdn.com/bphoto/8HVeJl0x6XoTCSNQiaRbFg/o.jpg","False","https://www.yelp.com/biz/earth-yoga-and-mental-health-lafayette?adjust_creative=CSd6XTHR0DfUmDUFsIPk6g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CSd6XTHR0DfUmDUFsIPk6g","2","yoga","Yoga","5.0","40.01416864654577","-105.12960260081323","","","","1381 Forest Park Cir","Ste 102","null","Lafayette","80026","US","CO","1381 Forest Park Cir","Ste 102","Lafayette, CO 80026","","+17205931008","(720) 593-1008","33836.757997913955","","",""
"xxxNJkM5HN6TsIDUIno4hg","rhythm-cycles-wheat-ridge","Rhythm Cycles","https://s3-media4.fl.yelpcdn.com/bphoto/559xCv7ndtM1cA5SOinjgQ/o.jpg","False","https://www.yelp.com/biz/rhythm-cycles-wheat-ridge?adjust_creative=CSd6XTHR0DfUmDUFsIPk6g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CSd6XTHR0DfUmDUFsIPk6g","2","bikes","Bikes","5.0","39.7768272986412","-105.06767609537589","","","","6409 W 44th Ave","","null","Wheat Ridge","80033","US","CO","6409 W 44th Ave","Wheat Ridge, CO 80033","","","+17207267169","(720) 726-7169","9511.069122677012","","",""
"","","","","","","","bike_repair_maintenance","Bike Repair/Maintenance","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","mountainbiking","Mountain Biking","","","","","","","","","","","","","","","","","","","","","","",""
"WMiytZU04lTRqUOMU5yuTQ","highlands-pilates-denver","Highlands Pilates","https://s3-media1.fl.yelpcdn.com/bphoto/e5tZo5I4zMk3olfJpEBYeg/o.jpg","False","https://www.yelp.com/biz/highlands-pilates-denver?adjust_creative=CSd6XTHR0DfUmDUFsIPk6g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CSd6XTHR0DfUmDUFsIPk6g","2","pilates","Pilates","5.0","39.76204","-105.03554","","","","3630 W 32nd Ave","Unit 2","null","Denver","80211","US","CO","3630 W 32nd Ave","Unit 2","Denver, CO 80211","","+17204397018","(720) 439-7018","6306.666347992283","","",""
"k3kGsnGVVMqPx6h8UzEizw","stratiform-mountain-guides-boulder","Stratiform Mountain Guides","https://s3-media2.fl.yelpcdn.com/bphoto/arBkAgbN5Rn86KCgdTollw/o.jpg","False","https://www.yelp.com/biz/stratiform-mountain-guides-boulder?adjust_creative=CSd6XTHR0DfUmDUFsIPk6g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CSd6XTHR0DfUmDUFsIPk6g","2","climbing","Climbing","5.0","40.05099","-105.19525","","","","","null","","Boulder","80301","US","CO","Boulder, CO 80301","","","","+19704807336","(970) 480-7336","39520.40571706041","","",""
"","","","","","","","rock_climbing","Rock Climbing","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","skischools","Ski Schools","","","","","","","","","","","","","","","","","","","","","","",""
"BiTbwhfLQ234OPE6IbUAcA","chi-wellness-denver","Chi Wellness","https://s3-media3.fl.yelpcdn.com/bphoto/6yTLLmLevClOk2EyaNCMcQ/o.jpg","False","https://www.yelp.com/biz/chi-wellness-denver?adjust_creative=CSd6XTHR0DfUmDUFsIPk6g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CSd6XTHR0DfUmDUFsIPk6g","2","tcm","Traditional Chinese Medicine","5.0","39.68348","-104.93852","","","","4155 E Jewell Ave","Ste 105","","Denver","80222","US","CO","4155 E Jewell Ave","Ste 105","Denver, CO 80222","","+17204270406","(720) 427-0406","6364.851130906817","","",""
"","","","","","","","taichi","Tai Chi","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","qigong","Qi Gong","","","","","","","","","","","","","","","","","","","","","","",""
"aN8VZVKSM31CRuwaLMtOBg","sweat-denver-2","Sweat","https://s3-media2.fl.yelpcdn.com/bphoto/yGBiaOCPSVuuUtdKhFc3VQ/o.jpg","False","https://www.yelp.com/biz/sweat-denver-2?adjust_creative=CSd6XTHR0DfUmDUFsIPk6g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CSd6XTHR0DfUmDUFsIPk6g","2","yoga","Yoga","5.0","39.739845","-104.980184","","","","534 E Colfax Ave","null","","Denver","80203","US","CO","534 E Colfax Ave","Denver, CO 80203","","","+13033566181","(303) 356-6181","976.6257569978571","","",""
"","","","","","","","cyclingclasses","Cycling Classes","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","intervaltraininggyms","Interval Training Gyms","","","","","","","","","","","","","","","","","","","","","","",""
"DnK1DPxPWtmigvOoLPN42A","heartfire-therapeutics-golden","HeartFire Therapeutics","https://s3-media3.fl.yelpcdn.com/bphoto/LHuHcT1rkE6_wqkLw6EYkQ/o.jpg","False","https://www.yelp.com/biz/heartfire-therapeutics-golden?adjust_creative=CSd6XTHR0DfUmDUFsIPk6g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CSd6XTHR0DfUmDUFsIPk6g","2","massage_therapy","Massage Therapy","5.0","39.75831","-105.22124","","","","607 10th St","Ste 204","","Golden","80401","US","CO","607 10th St","Ste 204","Golden, CO 80401","","+15038043213","(503) 804-3213","21618.373558874686","","",""
"","","","","","","","yoga","Yoga","","","","","","","","","","","","","","","","","","","","","","",""
"F9ZmIhf9IJRB4F9-rtLHdA","roller-city-lakewood-2","Roller City","https://s3-media3.fl.yelpcdn.com/bphoto/E_FTmbblYjha7XOEz_HLOA/o.jpg","False","https://www.yelp.com/biz/roller-city-lakewood-2?adjust_creative=CSd6XTHR0DfUmDUFsIPk6g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CSd6XTHR0DfUmDUFsIPk6g","36","skatingrinks","Skating Rinks","4.5","39.71238","-105.07278","","","","6803 W Alameda Ave","null","null","Lakewood","80226","US","CO","6803 W Alameda Ave","Lakewood, CO 80226","","","+13032322948","(303) 232-2948","9128.859601025577","","",""
"ZvBPUY42kgq-pfOVw6YAjg","ironworks-performance-broomfield","Ironworks Performance","https://s3-media4.fl.yelpcdn.com/bphoto/TSdfJLeE8XzoP9-N-FMmcA/o.jpg","False","https://www.yelp.com/biz/ironworks-performance-broomfield?adjust_creative=CSd6XTHR0DfUmDUFsIPk6g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CSd6XTHR0DfUmDUFsIPk6g","2","gyms","Gyms","5.0","39.924416025945604","-105.09281182467844","","","","555 Alter St","Unit 14","","Broomfield ","80020","US","CO","555 Alter St","Unit 14","Broomfield , CO 80020","","+17204250303","(720) 425-0303","23466.9930250151","","",""
"","","","","","","","healthtrainers","Trainers","","","","","","","","","","","","","","","","","","","","","","",""
"z5gVSpsmO-88AcDxaArDHA","olympic-park-aurora","Olympic Park","https://s3-media2.fl.yelpcdn.com/bphoto/8otuvO13YEMTCNUPbapXLg/o.jpg","False","https://www.yelp.com/biz/olympic-park-aurora?adjust_creative=CSd6XTHR0DfUmDUFsIPk6g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CSd6XTHR0DfUmDUFsIPk6g","4","parks","Parks","4.5","39.6675927937031","-104.804283007979","","","","15775 E Yale Ave","","","Aurora","80014","US","CO","15775 E Yale Ave","Aurora, CO 80014","","","+13037397213","(303) 739-7213","16082.55700590424","","",""
"E8Ka02D2YKQcF7tTyBvLUA","j-range-training-littleton-5","J-Range Training","https://s3-media2.fl.yelpcdn.com/bphoto/AIs-0H9h3yZJeW8ExXcZ3g/o.jpg","False","https://www.yelp.com/biz/j-range-training-littleton-5?adjust_creative=CSd6XTHR0DfUmDUFsIPk6g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CSd6XTHR0DfUmDUFsIPk6g","2","healthtrainers","Trainers","5.0","39.60944550739236","-105.09808889540408","","","","8906 W Bowles Ave","","Credit Union building","Littleton","80123","US","CO","8906 W Bowles Ave","Credit Union building","Littleton, CO 80123","","+17202977320","(720) 297-7320","17783.79083635393","","",""
"F1aUZPVuZHFLZlk6yoJtwQ","slj-fitness-centennial","SLJ Fitness","https://s3-media1.fl.yelpcdn.com/bphoto/56jhRk2DGSBsJUvYVLALnw/o.jpg","False","https://www.yelp.com/biz/slj-fitness-centennial?adjust_creative=CSd6XTHR0DfUmDUFsIPk6g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CSd6XTHR0DfUmDUFsIPk6g","2","healthtrainers","Trainers","5.0","39.5731360471017","-104.826733522212","","","","7900 S Potomac St","null","","Centennial","80112","US","CO","7900 S Potomac St","Centennial, CO 80112","","","+13035883998","(303) 588-3998","21648.76090043159","","",""
"of6F8TFyhRUt500tChyg6Q","aqua-rocks-colorado-commerce-city-2","Aqua Rocks Colorado","https://s3-media1.fl.yelpcdn.com/bphoto/8t1t9JAFP_-udr8J9On5rQ/o.jpg","False","https://www.yelp.com/biz/aqua-rocks-colorado-commerce-city-2?adjust_creative=CSd6XTHR0DfUmDUFsIPk6g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CSd6XTHR0DfUmDUFsIPk6g","2","aquariums","Aquariums","5.0","39.78775135111889","-104.9100174","","","","6771 E 50th Ave","null","","Commerce City ","80022","US","CO","6771 E 50th Ave","Commerce City , CO 80022","","","+17202190303","(720) 219-0303","7760.707391131635","","",""
"","","","","","","","aquariumservices","Aquarium Services","","","","","","","","","","","","","","","","","","","","","","",""
"x2oMZqp5HPfPY6p56OkhgA","between-the-bones-denver-2","Between the Bones","https://s3-media1.fl.yelpcdn.com/bphoto/zKoZbFqyrqPzs2AaBKHNbQ/o.jpg","False","https://www.yelp.com/biz/between-the-bones-denver-2?adjust_creative=CSd6XTHR0DfUmDUFsIPk6g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CSd6XTHR0DfUmDUFsIPk6g","2","dance_schools","Dance Schools","5.0","39.72526","-104.94892","","","","3250 E 6th Ave","null","","Denver","80206","US","CO","3250 E 6th Ave","Denver, CO 80206","","","+13039093713","(303) 909-3713","2131.6677461428685","","",""
"","","","","","","","summer_camps","Summer Camps","","","","","","","","","","","","","","","","","","","","","","",""
"eEIEBKwhc2jbSgez6WUAiA","mountain-kids-louisville-louisville-2","Mountain Kids Louisville","","False","https://www.yelp.com/biz/mountain-kids-louisville-louisville-2?adjust_creative=CSd6XTHR0DfUmDUFsIPk6g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CSd6XTHR0DfUmDUFsIPk6g","12","gymnastics","Gymnastics","4.5","39.96342","-105.11909","","","","474 S Taylor Ave","Ste A","","Louisville","80027","US","CO","474 S Taylor Ave","Ste A","Louisville, CO 80027","","+13036658287","(303) 665-8287","28341.736549458383","","",""
"","","","","","","","dancestudio","Dance Studios","","","","","","","","","","","","","","","","","","","","","","",""
"1JDOpRODpccHDtCwa2BOhA","colorado-taekwondo-institute-lakewood","Colorado Taekwondo Institute","https://s3-media2.fl.yelpcdn.com/bphoto/Ema_tkQ6gdF8hC4NzrNn6A/o.jpg","False","https://www.yelp.com/biz/colorado-taekwondo-institute-lakewood?adjust_creative=CSd6XTHR0DfUmDUFsIPk6g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CSd6XTHR0DfUmDUFsIPk6g","2","taekwondo","Taekwondo","5.0","39.7042482051381","-105.137529373169","","","","12354 W Alameda Pkwy","","","Lakewood","80228","US","CO","12354 W Alameda Pkwy","Lakewood, CO 80228","","","+13039897542","(303) 989-7542","14724.160059931508","1200","-104.97024536132812","39.73552421220229"
"Y92P5CBCvSqXEM6Z4pEPmQ","denver-golf-performance-denver","Denver Golf Performance","https://s3-media2.fl.yelpcdn.com/bphoto/u9epQ8WjerdDXWoiatBErg/o.jpg","False","https://www.yelp.com/biz/denver-golf-performance-denver?adjust_creative=CSd6XTHR0DfUmDUFsIPk6g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CSd6XTHR0DfUmDUFsIPk6g","2","golf","Golf","5.0","39.7054057","-104.9218341","","","","600 S Holly St","Ste 103","null","Denver","80246","US","CO","600 S Holly St","Ste 103","Denver, CO 80246","","+13036418149","(303) 641-8149","5304.501118930972","","",""
